asw,s,d,f,g,h,j,k,l
1-3年,本科,长沙,天心区,黄土岭,4,6K,长沙领新,Python.MySQL.大数据测试
1-3年,本科,长沙,开福区,四方坪,10,11K,长沙轩根腾网络科...,实施交付运维.计算机相关专业.通信相关专业.运维经验.华为/思科网络认证.通信大数据分析
经验不限,本科,长沙,岳麓区,麓谷,10,15K·24薪,方正证券股份有限公司,Python.大数据
3-5年,本科,长沙,岳麓区,麓谷,13,23K,浩鲸科技,服务器配置.分布式技术.Apache.系统运维.集群运维
1-3年,大专,长沙,雨花区,东塘,9,12K,达内教育集团,数仓.数据模型
3-5年,大专,长沙,岳麓区,麓谷,10,15K,中长石基,全职工作.线下教学.院校专业课.日常教学.JAVA项目经验.Java大数据.兼职讲师.湘潭
3-5年,大专,长沙,岳麓区,市政府,8,12K·14薪,梯度科技,产品设计.数据治理.数据产品.数据集成.大数据.产品经理.大数据产品.TOB
1-3年,本科,长沙,芙蓉区,高桥,12,24K,天空卫士,数据中心.容器
1-3年,本科,长沙,岳麓区,西湖公园,8,13K·13薪,博卓信息,Python.计算机相关专业.数据分析/挖掘经验
1-3年,博士,长沙,,,15,25K·13薪,威胜集团,Shell.Hbase.Spark.数学/统计相关专业.计算机相关专业.数仓建设经验
5-10年,大专,长沙,天心区,赤岭路,12,18K,兴沁会计,Java.Python.深度学习算法.机器学习算法
3-5年,大专,长沙,芙蓉区,马王堆,10,14K,巨云教育,代理记账公司.四大.集团公司.内部审计.外部审计.医药.大数据
1-3年,本科,长沙,,,20,30K,某银行公司,Hive.Spark.电商/零售行业数据相关经验.大数据开发经验.阿里云.华为云.Hadoop
1-3年,本科,长沙,雨花区,红星,8,12K·13薪,医学界,两年工作经验
5-10年,大专,长沙,雨花区,红星,10,15K,博信创远,SQL.Hbase.Scala.计算机相关专业.大数据开发经验.数仓建设经验
1-3年,本科,长沙,芙蓉区,人民中路,6,10K,北京博海迪信息科技,SQL.Spark.Storm.Kafka.Hadoop.Presto.Kylin.Flink
经验不限,学历不限,长沙,岳麓区,麓谷,20,35K·14薪,华为技术有限公司,全职工作.大数据
在校/应届,大专,长沙,岳麓区,麓谷,2,3K,镁拓科技,Java.JavaScript.Java开发经验.计算机/软件工程相关经验.大数据处理经验
经验不限,本科,长沙,长沙县,星城国际,15,30K·16薪,三一集团,数据采集.数据标注.数据服务.人工智能.基础数据服务.AI.项目助理.大数据
1-3年,本科,长沙,雨花区,左家塘,11,15K,宏禹工程集团,计算机相关专业.大数据开发经验
经验不限,本科,长沙,,,8,12K,汉舟,数据仓库
5-10年,大专,长沙,天心区,黄土岭,8,13K,融达公司,数据结构.SQL.平台架构.大数据.物联网.Java.C语言.分布式技术
1-3年,本科,长沙,岳麓区,麓谷,8,13K,指尖,SQL.Oracle.MySQL
1-3年,本科,长沙,,,8,12K,安存科技,Python.Java.Spark
3-5年,大专,长沙,雨花区,圭塘,9,14K,天闻数媒科技,Java.Scala.Spark.HBase
3-5年,本科,长沙,岳麓区,麓谷,9,14K,金码测控,Hive.数据开发.数据仓库.ETL.SQL
3-5年,大专,长沙,天心区,天虹,4,8K,湖南易审,数据分析.数据挖掘.数据处理
3-5年,大专,长沙,芙蓉区,晚报,10,14K,湖南新航动力,数据分析.SQLServer.SQL.Oracle.大数据
在校/应届,硕士,长沙,岳麓区,麓谷,13,17K·14薪,万兴科技,大数据开发经验.数仓建设经验.ETL开发经验.linux.MaxCompute.hologres
1-3年,本科,长沙,雨花区,香樟路,8,13K·13薪,初灵信息300250,大数据开发经验
3-5年,大专,长沙,开福区,四方坪,10,13K,佰赞云科技,DPI.运营商.电信.通信行业.大数据运维.SQL.LINUX
3-5年,本科,长沙,雨花区,植物园,5,9K,易数据实验室,Spark.Flink.Kafka.大数据开发经验.数仓建设经验.ETL开发经验.阿里云平台.MaxCompute.hologres
1-3年,大专,长沙,,,10,15K,云走科技,数据分析
1-3年,本科,长沙,雨花区,云塘理工,9,11K,软通动力,政府/社会团体.腾讯云.云计算
1-3年,大专,长沙,岳麓区,麓谷,8,12K·13薪,锐安上谷,ETL开发经验
3-5年,本科,长沙,岳麓区,麓谷,13,18K·15薪,中联重科,数仓模型设计.数据治理.计算机相关专业.MySQL/Oracle/DB2.ETL设计/开发经验.数学/统计相关专业.Python
经验不限,本科,长沙,芙蓉区,定王台,25,40K,博才企业管理咨询,Hbase.Spark.Flink.计算机相关专业
3-5年,大专,长沙,岳麓区,麓谷,18,28K,马士兵(北京)教...,MySQL
3-5年,本科,长沙,芙蓉区,马栏山,10,15K·13薪,凯德股份,Kafka.Kettle.Spark.大数据开发经验.计算机相关专业.Linux.Unix.MapReduce
3-5年,博士,长沙,,,30,35K·16薪,某500强上市公司,计算机/通信相关专业
1年以内,本科,长沙,,,15,25K,某500强上市公司,工业.大数据.数据挖掘
1-3年,大专,长沙,长沙县,城西安置小区,4,6K,语亦云,Python.大数据平台开发.机器学习算法.HiveSql
1-3年,硕士,长沙,岳麓区,洋湖垸,8,9K,湖南友道信息,Python.Java.网络爬虫技术.分布式技术.搜索引擎技术.Redis.数据分析.大数据
3-5年,本科,长沙,岳麓区,麓谷,25,50K,安数达,数据分析.数据库开发.网络
3-5年,本科,长沙,芙蓉区,晚报,10,14K·13薪,深圳本分信息技术,Spark.Kafka.Flink.大数据.Java.Scala
3-5年,本科,长沙,,,25,35K,某知名文化公司,大数据开发经验.ETL开发经验.离线开发经验.Maxcompute.hologres
5-10年,大专,长沙,长沙县,星城国际,20,26K,深晟科技,hivesql.Mysql
经验不限,本科,长沙,长沙县,星城国际,15,30K·16薪,三一重工,Scala.Flink.大数据开发经验.数仓建设经验.StarRocks.FlinkSQL
3-5年,大专,长沙,芙蓉区,定王台,7,9K,卡雷拉科技,机器学习算法.Hadoop.深度学习算法.Python.SQL
经验不限,学历不限,长沙,,,20,25K,某大型知名通信公司,爬虫.py.数据开发.Python.Shell.爬虫经验.大数据.电商
经验不限,中专/中技,长沙,长沙县,大众传媒,2,6K,湘美,系统集成.英语可沟通.可适应出差.售前技术支持经验.云计算产品.海外售前解决方案
3-5年,本科,长沙,岳麓区,观沙岭,10,15K·13薪,中科软,代理记账公司.税务筹划代理公司.税务筹划.注册税务师.代理记账公司.互联网.税务筹划.税务筹划代理公司.大数据
经验不限,本科,长沙,岳麓区,麓谷,10,15K·16薪,广立微,Java.Python.SQL.计算机相关专业.大数据开发经验.数仓建设经验.保险.证券.系统开发
1-3年,本科,长沙,开福区,烈士公园,12,24K,蚂蚁金服,大数据开发.微服务.运维自动化
5-10年,本科,长沙,岳麓区,麓谷,30,60K,零壹视界,Java.Python.Spark.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,大专,长沙,开福区,伍家岭,10,13K,亿霆信息,容器技术.paas.中间件.大数据.低代码.DSL.分布式架构.BI
5-10年,本科,长沙,天心区,省政府,8,13K·14薪,交科天颐,Spark.Hive.Flink.大数据开发经验.数仓建设经验.ETL开发经验
3-5年,本科,长沙,雨花区,武广新城,10,15K·14薪,中伟新材料,Python.Scala.Spark.Yarn.Hbase
1-3年,本科,长沙,岳麓区,麓谷,15,22K,神州灵云,FineReport.帆软
3-5年,大专,长沙,岳麓区,观沙岭,8,12K,小黄马信息技术,Scala.Spark.Flink.Kafka
3-5年,本科,长沙,岳麓区,王家湾,12,20K·15薪,雄帝科技,MySQL/Oracle/DB2.Java.Hive.ETL设计/开发经验.大数据开发经验.分布式系统开发经验.datax.spark.dolphinscheduler
3-5年,本科,长沙,天心区,书院路,15,16K,房鲸鱼,计算机相关专业.大数据开发经验
3-5年,本科,长沙,开福区,月湖,10,15K,长沙数趣科技,Java.Python.Hbase.计算机相关专业.数学/统计相关专业.大数据开发经验
经验不限,学历不限,长沙,岳麓区,麓谷,15,25K,搜索科技,Scala.Kafka.Flink.Hadoop.HDFS.MapReduce
3-5年,本科,长沙,开福区,青竹湖,15,25K·13薪,老百姓大药房,网络爬虫技术.Python.大数据
5-10年,大专,长沙,开福区,开福万达,11,14K·14薪,湖南口味王集团,SQL.Hive.计算机相关专业.大数据开发经验
3-5年,本科,长沙,岳麓区,麓谷,12,15K·15薪,中联重科,Java.Python.Shell.计算机相关专业.大数据开发经验
3-5年,本科,长沙,芙蓉区,烈士公园,10,11K,中移系统集成,Hive.Kafka.Flink
3-5年,本科,长沙,岳麓区,含浦,15,20K,长沙中车智驭新能...,系统运维.运维开发/DevOps.Python/Shell.Nginx.Docker.计算机相关专业.运维经验.运维开发经验
3-5年,本科,长沙,岳麓区,青山镇,12,18K·13薪,松佰牙科,系统运维
经验不限,大专,长沙,天心区,省政府,5,10K,湖南非凡,数仓.BI.ETL建模
3-5年,本科,长沙,岳麓区,麓谷,12,18K,德成鸿业,信息安全认证.网络设备.计算机软件.大数据.IT服务.信息安全.数据安全.安全设备
3-5年,大专,长沙,岳麓区,西湖公园,7,12K,零点有数,Java.SQL.Flink.数学/统计相关专业.大数据开发经验.数仓建设经验.clickhouse
5-10年,学历不限,长沙,岳麓区,麓谷,10,15K,沃阿汇,互联网/科技
3-5年,本科,长沙,雨花区,武广新城,9,13K·13薪,零食很忙,高级技术管理.物联网.大数据.人工智能.CTO.架构师
3-5年,大专,长沙,,,20,25K,某大型知名通信公司,Java.Hive.Flink.计算机相关专业.大数据开发经验.数仓建设经验
1-3年,本科,长沙,岳麓区,麓谷,12,15K·13薪,益丰大药房,云服务
3-5年,大专,长沙,芙蓉区,五里牌,12,13K,承影科技,Python.Java.Spark.HDFS.HIVE.Streaming.Flink
3-5年,硕士,长沙,岳麓区,麓谷,20,35K,星汉数智,JavaScript.CSS.公安.大数据.人脸识别
5-10年,本科,长沙,天心区,暮云镇,8,12K,九乾科技,大数据.自然语言处理.解决方案撰写
1-3年,本科,长沙,雨花区,雨花亭,10,15K·14薪,凭安信用,数据仓库.数据挖掘.数据开发.大数据.分布式技术.Hadoop.数据分析.数据库开发
3-5年,本科,长沙,岳麓区,麓谷,11,18K,湖南雨人,SQL.Python.大数据测试
1年以内,本科,长沙,,,5,10K,领潮教育,后端开发经验
3-5年,大专,长沙,雨花区,树木岭,8,13K·15薪,鸿翼软件,Android培训.Java培训.iOS培训
5-10年,本科,长沙,,,10,15K,一块医药,计算机软件.售前支持.大数据
3-5年,本科,长沙,岳麓区,观沙岭,14,28K·15薪,Webull微步,Python.Java.Scala.Spark.Hadoop.Kafka.HDFS.HIVE
3-5年,大专,长沙,开福区,湘雅路,10,15K,德臻,Java.HIVE.大数据开发经验.Hadoop.Spark
1-3年,硕士,长沙,长沙县,星城国际,13,16K·14薪,湖南镭目科技有限公司,ETL设计/开发经验.医疗行业相关经验.SSIS.SQLSever
3-5年,本科,长沙,芙蓉区,湖南农业大学,7,12K,华智生物,数据分析/挖掘经验
3-5年,本科,长沙,长沙县,黄花机场,15,25K,蓝思系统,六险一金.年度旅游.防寒防暑费.通讯交通费.年度体检.农业技术员
3-5年,本科,长沙,,,13,26K·14薪,三一重起,机器学习建模经验
5-10年,大专,长沙,岳麓区,麓谷,11,18K,强智科技,SQL.Python.Hive.数学/统计相关专业.计算机相关专业.数据分析/挖掘经验
5-10年,本科,长沙,岳麓区,岳麓大学城,13,23K·14薪,腾讯,ETL开发经验.大数据开发经验.数仓建设经验
3-5年,本科,长沙,,,21,22K,某大型互联网公司,大数据平台架构经验.数仓建设经验.政企行业数据领域经验.数据中台
3-5年,本科,长沙,,,25,35K,某知名文化公司,计算机相关专业
3-5年,本科,长沙,天心区,侯家塘,15,20K,财信数科,Java.Shell.测试工作经验.自动化测试.数据测试.功能测试.Python
5-10年,本科,长沙,雨花区,云塘理工,11,20K,湖南长天,数学/统计相关专业.大数据技术
3-5年,本科,长沙,岳麓区,岳麓大学城,9,14K·13薪,长沙视盟,大数据开发经验
经验不限,大专,长沙,长沙县,星城国际,5,7K·13薪,云智凡,数据开发.数据挖掘.数据架构师.数据分析.Hadoop.Spark.Flink.大数据
1-3年,学历不限,长沙,岳麓区,桐梓坡,12,24K,思车网,通信.硬件.大数据.仪器仪表
5-10年,大专,长沙,雨花区,圭塘,18,28K·13薪,湖南天云软件,后端开发.PHP.Web端.PC端.小程序.管理系统.大数据.办公协同
1-3年,本科,长沙,,,15,25K·13薪,某500强上市公司,Flink.Kafka.Storm.计算机相关专业.大数据开发经验.大数据架构设计经验
3-5年,本科,长沙,芙蓉区,晚报,10,15K,湖南智软信息技术...,mysql.oracle
3-5年,本科,长沙,开福区,四方坪,10,15K·13薪,君领科技,SQL.Hive.Spark.大数据开发经验.MaxCompute.hologres.starRocks
3-5年,本科,长沙,岳麓区,溁湾镇,10,15K,众强科技,计算机相关专业.大数据开发经验
1-3年,大专,长沙,天心区,铁道,8,13K,纽狐,Java.SQL.Shell.Linux.Python.大数据运维.PostgreSQL.Oracle
1-3年,本科,长沙,芙蓉区,八一路,8,13K·13薪,磐基讯析,市场营销管理.市场营销.市场开发.政府关系.大数据.软件.云计算
经验不限,本科,长沙,,,15,25K,某知名文化公司,销售支持/交付管理.大数据项目管理经验.团队管理经验.实施交付经验.PMP.售前支持.金融业
3-5年,本科,长沙,岳麓区,涉外经济学院,12,20K,诚迈科技,MySQL
经验不限,本科,长沙,,,50,60K·13薪,某500强上市公司,java.oracle.hadoop
1-3年,本科,长沙,天心区,黄土岭,8,12K,教育谷,分布式技术
3-5年,本科,长沙,望城区,,12,20K·13薪,大大买钢,Python.Shell.Spark.Hadoop
1-3年,大专,长沙,长沙县,星城国际,6,11K,燚圣科技,SQL.Spark.Hadoop.Kafka.Flume.Impala.Sqoop.HIVE
1-3年,本科,长沙,岳麓区,麓谷,9,14K,视旅网络科技有限公司,Android.PC端.后端开发.IOS.Web端.Java.网络爬虫技术.大数据
3-5年,本科,长沙,岳麓区,麓谷,15,20K,智慧眼,Java.Spark.Python.大数据开发经验.数仓建设经验.数学/统计相关专业
3-5年,本科,长沙,雨花区,侯家塘,7,8K·13薪,税博士,大数据开发经验
1-3年,本科,长沙,雨花区,黄土岭,7,9K,Sandalwood,四大.税务筹划代理公司.集团公司.税务筹划.医药.大数据.房地产/建筑
3-5年,本科,长沙,岳麓区,观沙岭,10,14K·13薪,玛塔科技,SQL.PostgreSQL.MySQL.Kettle
3-5年,硕士,长沙,,,30,35K,某大型计算机软件公司,数据分析.数据仓库.ETL
1-3年,本科,长沙,岳麓区,汽车西站,8,12K,湖南智慧城市研究院,大数据.人工智能.军工
经验不限,硕士,长沙,,,20,40K,某500强上市公司,大数据.智慧城市.云计算.通信.产品设计.售前支持.需求分析工程师.人工智能
3-5年,本科,长沙,芙蓉区,晚报,16,18K,中电文思海辉,Python.JAVA
3-5年,本科,长沙,岳麓区,麓谷,11,22K,千代源,大数据开发经验.SQL调优
3-5年,本科,长沙,岳麓区,麓谷,8,11K,先进制造研究院,Hive.MySQL.Linux
5-10年,本科,长沙,岳麓区,梅溪湖,10,13K,湖南全通教育信息技术,Java.算法基础
1-3年,本科,长沙,岳麓区,含浦,6,11K,湖南壹诺科技,PMP.系统集成项目管理工程师
经验不限,本科,长沙,,,15,25K,某500强上市公司,SQL.Kettle.FineReport（帆软）
3-5年,本科,长沙,长沙县,星城国际,10,11K,三一筑工,大数据开发经验
1-3年,大专,长沙,长沙县,黄花镇,3,5K,长川智能,数据挖掘
1-3年,本科,长沙,,,15,30K·16薪,三一汽车制造有限公司,制造业.四大.中级会计师.人工智能.税务筹划.税务筹划代理公司.会计.大数据
5-10年,本科,长沙,天心区,省政府,15,20K,润建股份,Java.SQL.大数据开发经验
经验不限,学历不限,长沙,雨花区,红星,5,10K,水生源环保,大数据产品.熟悉数据管理体系.熟悉国网业务
5-10年,本科,长沙,天心区,省政府,15,25K,天鑫智城科技,计算机软件.人工智能.管理系统.IT服务.大数据.售后工程师.流媒体技术.SaaS
3-5年,本科,长沙,,,15,28K,某500强上市公司,数学/统计相关专业.计算机相关专业.数据分析/挖掘经验
3-5年,本科,长沙,望城区,,8,15K,大汉商管云,Java.Python.Spark.财务.大数据开发
3-5年,本科,长沙,,,11,16K·15薪,中联智慧农业,数据处理
1-3年,大专,长沙,望城区,雷锋镇,8,12K,泽南世家,大数据运维经验.计算机相关专业
3-5年,本科,长沙,,,15,30K,领路教育集团,网络协议.SDK.MySQL.MVC.大数据
3-5年,本科,长沙,岳麓区,麓谷,10,15K,华盛通,Python
3-5年,大专,长沙,开福区,松桂园,7,10K,软神科技,功能测试.性能测试.自动化测试.自动化测试经验.掌握软件测试理论和流程.软件开发经验
5-10年,学历不限,长沙,,,20,25K,某大型知名通信公司,计算机软件.大数据
3-5年,本科,长沙,天心区,暮云镇,6,10K,单仁牛商,云服务.售前技术支持经验.英语可沟通
3-5年,本科,长沙,岳麓区,麓谷,10,12K·13薪,天工远科,Python.R.数学/统计相关专业.大数据处理经验.电商/零售行业数据相关经验.教育咨询.管理咨询行业优先
5-10年,本科,长沙,芙蓉区,五里牌,11,18K,海立晶科技,企业内部技术项目管理.计算机相关专业.大数据项目管理经验.团队管理经验
3-5年,本科,长沙,长沙县,星城国际,11,14K,广东仟锐,管理相关专业.大数据项目管理经验
5-10年,本科,长沙,岳麓区,麓谷,16,29K,亚信科技,Flink.大数据开发经验
1-3年,本科,长沙,岳麓区,麓谷西,10,11K,小熊优世,数字化转型.数据中台.大数据.政务
3-5年,本科,长沙,岳麓区,麓谷,11,15K,科创信息,数据分析.Python.R.商业分析.数据采集.Java.SQL.大数据
1-3年,本科,长沙,岳麓区,观沙岭,5,10K,汇金国际,HIVE.Spark.Flume.Hadoop.Hbase.Kafka.Yarn
3-5年,本科,长沙,,,12,18K·13薪,湖南航信,上市公司.四大.税务筹划代理公司.出口退税.税务筹划.税收返还.其他行业.大数据.房地产/建筑.国际类会计资格.注册税务师.高级会计师
5-10年,本科,长沙,,,20,40K,某国内知名互联网金融公司,大数据产品.市场调研.产品设计.产品运营.数据分析.产品/版本迭代.Axure.Visio
